query_number,results,status,time,mem[kB]
558,100000,OK,236,15644444
559,126,OK,7,15644444
560,27850,OK,44,15644444
561,100000,OK,145,15644444
562,100000,OK,286,15644444
563,70830,OK,117,15644444
564,7318,OK,16,15644444
565,100000,OK,247,15644444
566,82820,OK,207,15644444
567,223,OK,7,15644444
568,62734,OK,111,15644444
569,100000,OK,121,15644444
570,100000,OK,312,15644444
571,490,OK,9,15644444
572,10331,OK,29,15644444
573,100000,OK,316,15644444
574,75043,OK,140,15644444
575,100000,OK,598,15644444
576,0,OK,10,15644444
577,4349,OK,15,15644444
578,15293,OK,59,15644444
579,100000,OK,308,15644444
580,100000,OK,126,15644444
581,100000,OK,1000,15644444
582,100000,OK,256,15644444
583,50518,OK,63,15644444
584,100000,OK,313,15644444
585,100000,OK,254,15644444
586,100000,OK,373,15644444
587,26160,OK,69,15644444
588,100000,OK,238,15644444
589,100000,OK,267,15644444
590,100000,OK,217,15644444
591,100000,OK,108,15644444
592,100000,OK,171,15644444
593,45892,OK,122,15644444
594,104,OK,7,15644444
595,13303,OK,25,15644444
596,15015,OK,26,15644444
597,100000,OK,540,15644444
598,90422,OK,274,15646492
599,1605,OK,10,15646492
600,0,OK,17,15646492
601,100000,OK,460,15646492
602,100000,OK,344,15646492
603,95401,OK,200,15646492
604,17215,OK,185,15646492
605,100000,OK,226,15646492
606,100000,OK,201,15646492
607,3206,OK,12,15646492
608,100000,OK,99,15646492
609,100000,OK,172,15646492
610,82052,OK,136,15646492
611,4531,OK,14,15646492
612,100000,OK,178,15646492
613,100000,OK,162,15646492
614,1650,OK,9,15646492
615,0,OK,6,15646492
616,7272,OK,41,15646492
617,100000,OK,191,15646492
618,18192,OK,31,15646492
619,50091,OK,81,15646492
620,4889,OK,26,15646492
621,100000,OK,171,15646492
622,100000,OK,402,15648580
623,100000,OK,1003,15660868
624,100000,OK,139,15660868
625,27850,OK,44,15660868
626,100000,OK,111,15660868
627,14027,OK,25,15660868
628,78,OK,6,15660868
629,29,OK,13,15660868
630,100000,OK,209,15660868
631,228,OK,467,15660868
632,16,OK,15,15660868
633,100000,OK,2174,15673156
634,61,OK,284,15673156
635,100000,OK,628,15675204
636,14771,OK,208,15675204
637,8,OK,41,15675204
638,4731,OK,226,15677252
639,140,OK,62,15677252
640,7154,TIMEOUT,60000,15677252
641,781,OK,25,15677252
642,4266,TIMEOUT,60000,15677252
643,7153,TIMEOUT,60000,15677252
644,4265,TIMEOUT,60000,15677252
645,0,TIMEOUT,60000,15697732
646,100000,OK,264,15697732
647,100000,OK,301,15699780
648,100000,OK,409,15703876
649,47609,OK,293,15705924
650,100000,OK,270,15710020
651,211,OK,117,15710020
652,100000,OK,335,15712068
653,100000,OK,6338,15726404
654,100000,OK,3130,15791940
655,1823,TIMEOUT,60000,15857524
656,4958,TIMEOUT,60000,15857524
657,4812,TIMEOUT,60000,15859572
658,4959,TIMEOUT,60000,15859572
659,4812,TIMEOUT,60000,15860032
660,100000,OK,253,15864128
