query_number,results,status,time,mem[kB]
586,100000,OK,303,83407240
587,26160,OK,68,83407240
588,100000,OK,175,83407240
589,100000,OK,196,83407240
590,100000,OK,146,83407240
591,100000,OK,101,83407240
592,100000,OK,154,83407240
593,45892,OK,110,83407240
594,104,OK,7,83407240
595,13303,OK,21,83407240
596,15015,OK,24,83407240
597,100000,OK,257,83407240
598,90422,OK,224,83409288
599,1605,OK,8,83409288
600,0,OK,10,83409288
601,100000,OK,412,83409288
602,100000,OK,151,83409288
603,95401,OK,184,83409288
604,17215,OK,216,83409288
605,100000,OK,167,83409288
606,100000,OK,190,83409288
607,3206,OK,11,83409288
608,100000,OK,96,83409288
609,100000,OK,110,83409288
610,82052,OK,159,83409288
611,4531,OK,13,83409288
612,100000,OK,171,83409288
613,100000,OK,156,83409288
614,1650,OK,9,83409288
615,0,OK,6,83409288
616,7272,OK,18,83409288
617,100000,OK,185,83409288
618,18192,OK,30,83409288
619,50091,OK,81,83409288
620,4889,OK,24,83409288
621,100000,OK,156,83409288
622,100000,OK,389,83409288
623,100000,OK,995,83421576
624,100000,OK,136,83421576
625,27850,OK,43,83421576
626,100000,OK,159,83421576
627,14027,OK,24,83421576
628,78,OK,6,83421576
629,29,OK,6,83421576
630,100000,OK,207,83421576
631,228,OK,447,83421576
632,16,OK,43,83421576
633,100000,OK,2351,83433864
634,61,OK,211,83433864
635,100000,OK,566,83435912
636,14771,OK,145,83435912
637,8,OK,72,83435912
638,4731,OK,281,83440008
639,140,OK,32,83440008
640,22056,TIMEOUT,60000,87218732
641,781,OK,24,87218732
642,16743,TIMEOUT,60000,87828456
643,22055,TIMEOUT,60000,90672348
644,16732,TIMEOUT,60000,95540376
645,0,TIMEOUT,60000,95550856
646,100000,OK,255,95550856
647,100000,OK,292,95550856
648,100000,OK,411,95557000
649,47609,OK,276,95559048
650,100000,OK,261,95561352
651,211,OK,88,95561352
652,100000,OK,707,95624092
653,100000,OK,6265,95638428
654,100000,OK,2993,95702088
655,1821,TIMEOUT,60000,95767624
656,21946,TIMEOUT,60000,97656192
657,16538,TIMEOUT,60000,100527036
658,21946,TIMEOUT,60000,102769964
659,16538,TIMEOUT,60000,105305556
660,100000,OK,209,105307604
